Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Realistic,Investigative,Artistic,Social,Enterprising,Conventional,pct_Realistic,pct_Investigative,pct_Artistic,pct_Social,pct_Enterprising,pct_Conventional,Predicted_Career
1,2,4,4,5,4,3,2,2,4,4,5,2,3,4,1,4,3,5,3,3,2,3,2,3,9,17,14,14,15,9,0.11538461538461539,0.21794871794871795,0.1794871794871795,0.1794871794871795,0.19230769230769232,0.11538461538461539,Data / AI Engineering
3,2,3,4,3,3,3,3,4,4,2,5,3,2,2,3,4,5,3,2,4,4,3,5,3,9,24,16,14,11,8,0.10975609756097561,0.2926829268292683,0.1951219512195122,0.17073170731707318,0.13414634146341464,0.0975609756097561,Data / AI Engineering
3,4,5,3,4,5,5,1,2,4,3,4,2,3,2,3,4,3,2,2,3,4,1,3,4,11,20,16,13,10,9,0.13924050632911392,0.25316455696202533,0.20253164556962025,0.16455696202531644,0.12658227848101267,0.11392405063291139,Data / AI Engineering
4,5,2,1,2,2,3,3,5,3,3,3,3,3,4,3,4,3,2,3,2,5,5,2,3,8,34,11,10,7,8,0.10256410256410256,0.4358974358974359,0.14102564102564102,0.1282051282051282,0.08974358974358974,0.10256410256410256,Data / AI Engineering
1,3,2,4,2,4,4,3,1,5,3,1,3,2,4,3,4,5,2,2,3,5,2,2,4,9,22,13,16,5,9,0.12162162162162163,0.2972972972972973,0.17567567567567569,0.21621621621621623,0.06756756756756757,0.12162162162162163,Data / AI Engineering
1,3,1,5,2,3,3,5,2,5,5,3,1,4,2,4,2,4,2,2,4,4,4,1,5,11,25,9,19,7,6,0.14285714285714285,0.3246753246753247,0.11688311688311688,0.24675324675324675,0.09090909090909091,0.07792207792207792,Civil Engineering
5,3,5,3,2,4,4,2,2,4,3,4,4,3,3,3,2,4,2,5,3,3,3,2,2,10,24,13,12,8,13,0.125,0.3,0.1625,0.15,0.1,0.1625,Data / AI Engineering
3,4,3,4,3,2,2,4,5,4,4,4,5,3,5,4,2,2,3,3,5,4,5,3,3,10,34,12,13,10,10,0.11235955056179775,0.38202247191011235,0.1348314606741573,0.14606741573033707,0.11235955056179775,0.11235955056179775,Civil Engineering
4,2,5,3,4,3,4,5,3,4,3,4,4,4,1,3,4,4,3,1,3,3,3,4,3,11,24,17,13,11,8,0.13095238095238096,0.2857142857142857,0.20238095238095238,0.15476190476190477,0.13095238095238096,0.09523809523809523,Data / AI Engineering
4,3,2,1,3,3,2,3,5,3,4,5,1,2,4,5,1,5,2,3,3,4,5,2,3,7,33,8,13,10,7,0.08974358974358974,0.4230769230769231,0.10256410256410256,0.16666666666666666,0.1282051282051282,0.08974358974358974,Data / AI Engineering
3,2,5,4,4,3,3,5,1,3,3,4,3,4,3,2,2,4,4,5,3,4,3,4,4,10,23,14,15,12,11,0.11764705882352941,0.27058823529411763,0.16470588235294117,0.17647058823529413,0.1411764705882353,0.12941176470588237,Data / AI Engineering
3,3,4,4,3,2,3,5,4,2,2,5,2,4,2,5,2,4,4,3,5,1,3,3,2,12,26,11,12,12,7,0.15,0.325,0.1375,0.15,0.15,0.0875,Data / AI Engineering
2,4,4,3,4,3,3,5,3,3,5,2,5,5,3,5,2,2,3,5,4,5,3,4,2,12,30,13,12,9,13,0.1348314606741573,0.33707865168539325,0.14606741573033707,0.1348314606741573,0.10112359550561797,0.14606741573033707,Data / AI Engineering
4,3,3,3,1,2,1,1,4,4,3,3,4,3,3,4,3,4,3,3,5,5,2,3,2,9,26,13,12,7,9,0.11842105263157894,0.34210526315789475,0.17105263157894737,0.15789473684210525,0.09210526315789473,0.11842105263157894,Data / AI Engineering
3,4,2,4,5,4,3,4,5,2,3,3,2,3,5,4,4,3,4,2,3,4,4,3,3,9,33,11,13,12,8,0.10465116279069768,0.38372093023255816,0.12790697674418605,0.1511627906976744,0.13953488372093023,0.09302325581395349,Civil Engineering
3,5,4,4,3,3,3,3,1,4,3,3,3,4,2,2,5,4,4,5,2,3,3,1,4,9,22,14,15,10,11,0.1111111111111111,0.2716049382716049,0.1728395061728395,0.18518518518518517,0.12345679012345678,0.13580246913580246,Data / AI Engineering
4,4,4,3,2,5,3,3,3,4,4,2,3,4,3,3,4,3,3,5,3,5,2,4,4,10,27,16,14,7,13,0.11494252873563218,0.3103448275862069,0.1839080459770115,0.16091954022988506,0.08045977011494253,0.14942528735632185,Data / AI Engineering
3,4,4,4,3,2,5,5,3,2,3,4,3,4,3,2,3,3,3,2,1,4,5,4,4,10,29,13,14,10,7,0.12048192771084337,0.3493975903614458,0.1566265060240964,0.1686746987951807,0.12048192771084337,0.08433734939759036,Data / AI Engineering
2,2,3,5,3,1,2,3,3,4,4,4,3,4,3,5,3,4,3,3,3,4,2,2,5,9,24,12,18,10,7,0.1125,0.3,0.15,0.225,0.125,0.0875,Data / AI Engineering
3,3,3,4,2,3,2,4,5,4,3,2,2,4,4,3,4,3,3,3,2,4,4,3,4,8,30,14,14,7,8,0.09876543209876543,0.37037037037037035,0.1728395061728395,0.1728395061728395,0.08641975308641975,0.09876543209876543,Data / AI Engineering
5,2,1,2,3,2,3,3,1,1,4,3,3,1,3,4,3,3,3,1,4,3,1,2,4,8,22,7,13,9,6,0.12307692307692308,0.3384615384615385,0.1076923076923077,0.2,0.13846153846153847,0.09230769230769231,Data / AI Engineering
4,4,2,4,2,1,3,5,4,5,3,3,3,3,4,4,4,2,2,2,5,4,4,2,4,11,33,13,13,7,6,0.13253012048192772,0.39759036144578314,0.1566265060240964,0.1566265060240964,0.08433734939759036,0.07228915662650602,Data / AI Engineering
3,3,2,3,3,3,4,1,4,4,2,2,4,3,3,3,5,2,1,5,5,3,2,3,2,12,22,14,9,6,12,0.16,0.29333333333333333,0.18666666666666668,0.12,0.08,0.16,Design & UI/UX Engineering
4,2,3,3,3,3,3,3,2,4,3,2,5,3,3,4,5,4,3,2,3,3,3,3,4,9,24,15,14,8,10,0.1125,0.3,0.1875,0.175,0.1,0.125,Data / AI Engineering
3,2,2,2,4,4,2,3,4,3,3,4,3,3,4,1,3,3,2,4,3,4,2,4,4,8,23,12,12,10,11,0.10526315789473684,0.3026315789473684,0.15789473684210525,0.15789473684210525,0.13157894736842105,0.14473684210526316,Data / AI Engineering
2,3,3,4,4,3,4,3,4,3,5,3,2,5,3,5,4,3,2,3,3,4,5,3,4,12,29,13,16,9,8,0.13793103448275862,0.3333333333333333,0.14942528735632185,0.1839080459770115,0.10344827586206896,0.09195402298850575,Data / AI Engineering
4,4,3,1,3,3,3,4,3,4,3,2,2,3,3,2,1,2,3,5,3,5,2,4,3,9,27,12,9,8,10,0.12,0.36,0.16,0.12,0.10666666666666667,0.13333333333333333,Design & UI/UX Engineering
4,3,4,3,2,4,3,2,2,3,3,3,5,3,3,3,3,3,1,4,4,4,2,3,4,10,23,13,13,6,13,0.1282051282051282,0.2948717948717949,0.16666666666666666,0.16666666666666666,0.07692307692307693,0.16666666666666666,Data / AI Engineering
3,2,3,4,1,2,3,3,2,5,4,3,3,2,3,3,2,4,4,4,4,2,1,4,5,9,19,14,17,8,9,0.11842105263157894,0.25,0.18421052631578946,0.2236842105263158,0.10526315789473684,0.11842105263157894,Data / AI Engineering
5,4,2,3,1,3,5,4,4,4,3,5,5,3,4,5,3,2,4,4,3,3,3,3,3,11,32,12,11,10,12,0.125,0.36363636363636365,0.13636363636363635,0.125,0.11363636363636363,0.13636363636363635,Data / AI Engineering
4,5,4,4,2,3,4,4,5,3,5,4,4,3,1,5,5,4,3,4,1,3,5,3,4,8,32,15,17,9,11,0.08695652173913043,0.34782608695652173,0.16304347826086957,0.18478260869565216,0.09782608695652174,0.11956521739130435,Civil Engineering
3,4,2,4,4,5,5,3,3,1,2,3,5,2,4,3,3,3,3,4,1,3,3,2,2,8,26,8,11,10,14,0.1038961038961039,0.33766233766233766,0.1038961038961039,0.14285714285714285,0.12987012987012986,0.18181818181818182,Data / AI Engineering
4,3,4,4,3,3,4,4,4,2,2,3,4,5,4,3,2,2,3,3,3,3,4,2,4,12,29,10,12,9,10,0.14634146341463414,0.35365853658536583,0.12195121951219512,0.14634146341463414,0.10975609756097561,0.12195121951219512,Data / AI Engineering
3,4,4,2,3,3,3,3,3,4,3,1,3,3,5,2,3,4,3,2,1,5,4,2,3,7,29,13,12,7,8,0.09210526315789473,0.3815789473684211,0.17105263157894737,0.15789473684210525,0.09210526315789473,0.10526315789473684,Data / AI Engineering
5,3,4,3,2,1,4,1,3,5,2,2,4,1,2,4,5,3,2,3,3,2,4,3,2,8,24,17,10,6,8,0.1095890410958904,0.3287671232876712,0.2328767123287671,0.136986301369863,0.0821917808219178,0.1095890410958904,Data / AI Engineering
3,3,2,1,3,4,4,3,3,4,3,4,3,2,2,4,3,3,2,4,2,3,2,4,5,8,23,13,12,9,11,0.10526315789473684,0.3026315789473684,0.17105263157894737,0.15789473684210525,0.11842105263157894,0.14473684210526316,Data / AI Engineering
2,5,3,3,3,3,2,2,5,3,2,4,4,2,2,4,3,2,5,3,4,4,2,4,3,8,26,13,10,12,10,0.10126582278481013,0.3291139240506329,0.16455696202531644,0.12658227848101267,0.1518987341772152,0.12658227848101267,Data / AI Engineering
1,3,3,3,3,4,4,2,4,3,1,3,3,1,4,2,3,1,3,5,3,2,2,3,2,8,20,12,7,9,12,0.11764705882352941,0.29411764705882354,0.17647058823529413,0.10294117647058823,0.1323529411764706,0.17647058823529413,Data / AI Engineering
3,4,4,1,5,4,4,3,3,4,5,3,4,3,3,1,3,2,4,2,3,1,3,1,2,10,21,12,10,12,10,0.13333333333333333,0.28,0.16,0.13333333333333333,0.16,0.13333333333333333,Data / AI Engineering
3,1,4,4,4,4,3,2,4,4,4,4,3,3,3,2,3,5,3,3,3,3,4,4,4,9,22,15,17,11,10,0.10714285714285714,0.2619047619047619,0.17857142857142858,0.20238095238095238,0.13095238095238096,0.11904761904761904,Data / AI Engineering
3,3,2,4,1,3,4,4,3,3,5,4,3,3,4,1,3,5,4,3,1,3,2,3,3,8,23,11,17,9,9,0.1038961038961039,0.2987012987012987,0.14285714285714285,0.22077922077922077,0.11688311688311688,0.11688311688311688,Data / AI Engineering
2,1,3,3,3,4,2,2,2,2,3,2,5,4,4,3,5,3,3,4,4,4,3,2,4,10,21,12,13,8,13,0.12987012987012986,0.2727272727272727,0.15584415584415584,0.16883116883116883,0.1038961038961039,0.16883116883116883,Data / AI Engineering
5,1,1,3,4,5,2,4,4,4,3,2,4,3,3,3,5,3,3,3,3,4,1,3,4,8,25,13,13,9,12,0.1,0.3125,0.1625,0.1625,0.1125,0.15,Data / AI Engineering
3,2,2,1,5,4,2,3,2,5,2,4,3,4,3,1,3,5,4,4,1,2,2,3,4,7,18,13,12,13,11,0.0945945945945946,0.24324324324324326,0.17567567567567569,0.16216216216216217,0.17567567567567569,0.14864864864864866,Data / AI Engineering
3,3,3,3,4,2,4,3,4,4,3,3,3,3,4,2,5,1,2,3,3,2,1,4,1,10,22,16,8,9,8,0.136986301369863,0.3013698630136986,0.2191780821917808,0.1095890410958904,0.1232876712328767,0.1095890410958904,Data / AI Engineering
3,3,5,3,4,4,4,2,3,2,4,3,4,4,3,3,3,5,3,2,3,4,4,3,5,11,25,13,17,10,10,0.12790697674418605,0.29069767441860467,0.1511627906976744,0.19767441860465115,0.11627906976744186,0.11627906976744186,Data / AI Engineering
4,5,3,2,5,4,3,5,4,5,1,2,4,3,4,3,5,4,3,3,4,1,5,5,2,10,31,18,9,10,11,0.11235955056179775,0.34831460674157305,0.20224719101123595,0.10112359550561797,0.11235955056179775,0.12359550561797752,Data / AI Engineering
2,2,3,4,3,4,4,1,2,4,4,2,4,2,3,3,2,5,4,4,3,4,2,2,2,9,19,11,15,9,12,0.12,0.25333333333333335,0.14666666666666667,0.2,0.12,0.16,Data / AI Engineering
3,3,4,3,3,5,2,4,2,3,3,2,4,5,3,3,2,4,5,3,4,2,3,1,3,11,23,10,13,10,12,0.13924050632911392,0.2911392405063291,0.12658227848101267,0.16455696202531644,0.12658227848101267,0.1518987341772152,Data / AI Engineering
3,3,4,2,3,4,2,3,4,4,1,3,4,1,5,5,3,4,4,3,3,3,4,4,3,6,30,15,10,10,11,0.07317073170731707,0.36585365853658536,0.18292682926829268,0.12195121951219512,0.12195121951219512,0.13414634146341464,Data / AI Engineering
2,5,3,3,4,5,1,4,3,3,3,4,3,1,4,4,4,2,3,2,3,4,4,4,2,5,30,14,10,11,10,0.0625,0.375,0.175,0.125,0.1375,0.125,Data / AI Engineering
3,4,5,2,5,5,3,4,3,3,2,3,3,2,4,3,3,3,3,3,4,4,4,3,3,9,29,14,10,11,11,0.10714285714285714,0.34523809523809523,0.16666666666666666,0.11904761904761904,0.13095238095238096,0.13095238095238096,Data / AI Engineering
4,1,3,5,4,4,4,1,4,3,3,4,3,3,2,4,3,3,3,3,3,3,2,1,4,10,21,10,15,11,10,0.12987012987012986,0.2727272727272727,0.12987012987012986,0.19480519480519481,0.14285714285714285,0.12987012987012986,Data / AI Engineering
4,2,5,3,3,3,3,4,2,5,4,1,1,4,3,3,3,5,3,3,3,3,4,4,2,10,25,17,14,7,7,0.125,0.3125,0.2125,0.175,0.0875,0.0875,Design & UI/UX Engineering
4,2,4,3,4,2,5,5,3,2,2,4,2,3,4,4,3,2,4,2,3,4,4,3,2,11,30,12,9,12,6,0.1375,0.375,0.15,0.1125,0.15,0.075,Data / AI Engineering
3,3,3,3,3,2,5,4,2,5,3,3,3,4,3,2,3,2,3,4,4,3,2,1,4,13,22,12,12,9,9,0.16883116883116883,0.2857142857142857,0.15584415584415584,0.15584415584415584,0.11688311688311688,0.11688311688311688,Data / AI Engineering
3,3,3,3,3,4,4,3,3,4,2,2,3,3,3,3,5,3,4,1,1,3,2,4,3,8,23,16,11,9,8,0.10666666666666667,0.30666666666666664,0.21333333333333335,0.14666666666666667,0.12,0.10666666666666667,Data / AI Engineering
5,3,2,5,3,3,4,2,3,1,5,3,5,1,2,4,3,4,2,2,4,3,3,3,3,9,25,9,17,8,10,0.11538461538461539,0.32051282051282054,0.11538461538461539,0.21794871794871795,0.10256410256410256,0.1282051282051282,Data / AI Engineering
4,4,5,2,4,2,3,4,1,4,2,2,2,4,3,3,4,3,2,4,3,3,2,4,3,10,24,17,10,8,8,0.12987012987012986,0.3116883116883117,0.22077922077922077,0.12987012987012986,0.1038961038961039,0.1038961038961039,Design & UI/UX Engineering
1,1,2,4,3,2,2,3,3,5,4,5,4,2,2,2,4,2,3,3,3,3,3,2,4,7,18,13,14,11,9,0.09722222222222222,0.25,0.18055555555555555,0.19444444444444445,0.1527777777777778,0.125,Data / AI Engineering
3,4,4,2,2,4,2,4,4,5,4,3,4,2,4,4,3,4,3,3,3,3,4,4,3,7,30,16,13,8,11,0.08235294117647059,0.35294117647058826,0.18823529411764706,0.15294117647058825,0.09411764705882353,0.12941176470588237,Data / AI Engineering
3,5,2,2,5,3,3,2,3,5,2,4,3,3,2,4,4,3,4,3,2,3,3,5,3,8,25,16,10,13,9,0.09876543209876543,0.30864197530864196,0.19753086419753085,0.12345679012345678,0.16049382716049382,0.1111111111111111,Data / AI Engineering
3,4,1,3,4,2,4,5,5,4,3,4,2,4,5,4,4,2,3,3,2,4,3,4,3,10,33,13,11,11,7,0.11764705882352941,0.38823529411764707,0.15294117647058825,0.12941176470588237,0.12941176470588237,0.08235294117647059,Data / AI Engineering
4,3,3,4,4,3,2,5,3,3,3,3,4,2,2,4,5,5,5,3,1,2,4,3,4,5,27,14,16,12,10,0.05952380952380952,0.32142857142857145,0.16666666666666666,0.19047619047619047,0.14285714285714285,0.11904761904761904,Data / AI Engineering
4,3,2,3,4,4,3,2,4,3,3,2,4,3,5,4,3,4,3,2,2,4,4,4,5,8,30,12,15,9,10,0.09523809523809523,0.35714285714285715,0.14285714285714285,0.17857142857142858,0.10714285714285714,0.11904761904761904,Data / AI Engineering
2,5,2,2,1,3,4,4,3,2,3,3,1,3,2,4,3,4,2,4,5,1,2,3,4,12,23,10,13,6,8,0.16666666666666666,0.3194444444444444,0.1388888888888889,0.18055555555555555,0.08333333333333333,0.1111111111111111,Data / AI Engineering
2,3,2,3,5,2,4,2,2,4,4,5,2,3,4,3,2,3,3,5,5,4,4,3,4,12,24,11,14,13,9,0.14457831325301204,0.2891566265060241,0.13253012048192772,0.1686746987951807,0.1566265060240964,0.10843373493975904,Data / AI Engineering
4,3,3,3,3,4,4,4,3,1,4,3,3,4,5,3,3,2,3,2,3,3,3,3,4,11,28,10,13,9,9,0.1375,0.35,0.125,0.1625,0.1125,0.1125,Data / AI Engineering
1,4,2,3,2,3,3,1,3,2,4,3,4,5,2,3,3,4,3,3,3,2,4,3,5,11,20,10,16,8,10,0.14666666666666667,0.26666666666666666,0.13333333333333333,0.21333333333333335,0.10666666666666667,0.13333333333333333,Data / AI Engineering
3,2,2,3,2,5,1,3,5,4,3,2,2,5,5,3,2,1,2,3,5,4,3,3,2,11,28,11,9,6,10,0.14666666666666667,0.37333333333333335,0.14666666666666667,0.12,0.08,0.13333333333333333,Data / AI Engineering
4,3,1,2,2,2,4,3,3,4,2,5,2,4,3,3,3,3,2,2,5,3,4,1,3,13,26,9,10,9,6,0.1780821917808219,0.3561643835616438,0.1232876712328767,0.136986301369863,0.1232876712328767,0.0821917808219178,Data / AI Engineering
3,3,2,3,2,3,2,2,3,3,3,2,1,4,2,3,5,2,2,3,4,2,3,3,3,10,21,13,11,6,7,0.14705882352941177,0.3088235294117647,0.19117647058823528,0.16176470588235295,0.08823529411764706,0.10294117647058823,Data / AI Engineering
3,2,3,2,4,4,2,2,4,4,2,4,3,3,1,1,5,3,3,2,5,4,4,3,2,10,21,15,9,11,9,0.13333333333333333,0.28,0.2,0.12,0.14666666666666667,0.12,Data / AI Engineering
3,3,4,5,4,3,3,4,4,2,5,2,3,3,5,2,3,4,3,4,4,3,4,4,3,10,28,13,17,9,10,0.11494252873563218,0.3218390804597701,0.14942528735632185,0.19540229885057472,0.10344827586206896,0.11494252873563218,Data / AI Engineering
3,3,3,3,3,4,5,1,3,2,3,3,4,4,1,2,4,1,4,4,5,3,1,3,4,14,17,12,11,10,12,0.18421052631578946,0.2236842105263158,0.15789473684210525,0.14473684210526316,0.13157894736842105,0.15789473684210525,Data / AI Engineering
4,2,3,2,2,5,2,4,2,2,3,4,4,1,4,5,2,3,4,5,2,2,4,4,3,5,27,11,11,10,14,0.0641025641025641,0.34615384615384615,0.14102564102564102,0.14102564102564102,0.1282051282051282,0.1794871794871795,Data / AI Engineering
2,4,4,2,3,2,4,3,3,4,3,4,4,3,4,3,4,3,3,4,3,3,5,5,2,10,27,17,10,10,10,0.11904761904761904,0.32142857142857145,0.20238095238095238,0.11904761904761904,0.11904761904761904,0.11904761904761904,Data / AI Engineering
4,3,3,3,4,4,3,4,3,3,3,3,4,2,2,2,2,2,3,4,3,1,5,4,2,8,24,12,10,10,12,0.10526315789473684,0.3157894736842105,0.15789473684210525,0.13157894736842105,0.13157894736842105,0.15789473684210525,Data / AI Engineering
5,2,5,2,4,2,3,3,3,4,3,4,2,4,2,4,4,4,5,5,3,4,4,3,3,10,27,16,12,13,9,0.11494252873563218,0.3103448275862069,0.1839080459770115,0.13793103448275862,0.14942528735632185,0.10344827586206896,Data / AI Engineering
3,4,3,4,4,2,2,5,4,3,3,2,5,2,3,4,1,2,2,1,2,5,5,4,3,6,33,11,12,8,8,0.07692307692307693,0.4230769230769231,0.14102564102564102,0.15384615384615385,0.10256410256410256,0.10256410256410256,Data / AI Engineering
3,1,3,2,5,5,3,1,3,3,3,3,3,2,2,4,2,4,3,5,2,3,3,2,3,7,20,10,12,11,13,0.0958904109589041,0.273972602739726,0.136986301369863,0.1643835616438356,0.1506849315068493,0.1780821917808219,Data / AI Engineering
4,4,4,3,3,5,5,2,3,3,3,2,3,5,4,1,4,4,3,4,3,3,4,3,1,13,25,14,11,8,12,0.1566265060240964,0.30120481927710846,0.1686746987951807,0.13253012048192772,0.0963855421686747,0.14457831325301204,Data / AI Engineering
3,3,5,3,3,4,3,2,4,4,3,3,2,2,3,3,5,3,4,3,5,3,2,4,2,10,23,18,11,10,9,0.12345679012345678,0.2839506172839506,0.2222222222222222,0.13580246913580246,0.12345679012345678,0.1111111111111111,Data / AI Engineering
4,4,2,4,2,3,4,4,4,3,3,1,3,5,3,4,2,3,2,3,3,5,3,3,3,12,31,10,13,5,9,0.15,0.3875,0.125,0.1625,0.0625,0.1125,Data / AI Engineering
3,2,4,4,2,3,4,5,3,5,2,2,2,4,3,2,2,4,4,4,4,3,3,2,3,12,24,13,13,8,9,0.1518987341772152,0.3037974683544304,0.16455696202531644,0.16455696202531644,0.10126582278481013,0.11392405063291139,Data / AI Engineering
2,2,5,5,3,4,3,2,4,4,3,3,4,2,2,2,4,2,2,2,3,2,3,5,3,8,19,18,13,8,10,0.10526315789473684,0.25,0.23684210526315788,0.17105263157894737,0.10526315789473684,0.13157894736842105,Design & UI/UX Engineering
5,5,4,3,3,4,3,2,4,2,2,4,3,2,4,5,2,4,1,5,3,4,2,3,3,8,31,11,12,8,12,0.0975609756097561,0.3780487804878049,0.13414634146341464,0.14634146341463414,0.0975609756097561,0.14634146341463414,Data / AI Engineering
4,2,2,4,4,5,2,3,4,1,2,5,2,1,5,2,3,3,2,3,3,3,4,3,4,6,27,9,13,11,10,0.07894736842105263,0.35526315789473684,0.11842105263157894,0.17105263157894737,0.14473684210526316,0.13157894736842105,Data / AI Engineering
2,2,2,2,5,1,3,3,3,4,3,4,3,1,5,2,4,4,4,5,1,2,2,3,2,5,21,13,11,13,9,0.06944444444444445,0.2916666666666667,0.18055555555555555,0.1527777777777778,0.18055555555555555,0.125,Data / AI Engineering
3,3,3,4,3,2,5,3,1,2,3,4,3,3,3,3,3,4,4,3,4,3,4,3,4,12,23,11,15,11,8,0.15,0.2875,0.1375,0.1875,0.1375,0.1,Data / AI Engineering
4,2,3,2,3,1,3,3,4,3,3,4,4,2,3,5,4,3,4,1,3,3,3,5,4,8,27,15,12,11,6,0.10126582278481013,0.34177215189873417,0.189873417721519,0.1518987341772152,0.13924050632911392,0.0759493670886076,Data / AI Engineering
3,4,2,4,5,4,3,3,1,3,2,3,2,3,3,3,2,4,4,2,3,5,3,3,1,9,25,10,11,12,8,0.12,0.3333333333333333,0.13333333333333333,0.14666666666666667,0.16,0.10666666666666667,Data / AI Engineering
3,3,3,1,2,5,4,2,4,2,4,3,5,1,4,3,4,4,3,4,4,3,2,2,2,9,24,11,11,8,14,0.11688311688311688,0.3116883116883117,0.14285714285714285,0.14285714285714285,0.1038961038961039,0.18181818181818182,Data / AI Engineering
2,4,3,4,4,2,3,3,4,1,3,1,3,4,2,2,4,5,3,4,2,4,5,4,2,9,26,12,14,8,9,0.11538461538461539,0.3333333333333333,0.15384615384615385,0.1794871794871795,0.10256410256410256,0.11538461538461539,Data / AI Engineering
2,4,3,5,4,2,3,2,3,2,5,5,2,1,3,1,3,5,4,3,3,1,3,3,5,7,19,11,20,13,7,0.09090909090909091,0.24675324675324675,0.14285714285714285,0.2597402597402597,0.16883116883116883,0.09090909090909091,Civil Engineering
2,3,2,2,2,1,3,2,2,2,1,5,2,3,2,4,3,3,3,5,3,5,2,1,4,9,22,8,10,10,8,0.13432835820895522,0.3283582089552239,0.11940298507462686,0.14925373134328357,0.14925373134328357,0.11940298507462686,Data / AI Engineering
4,4,2,2,2,3,3,3,4,3,4,3,3,5,5,4,2,5,4,5,4,5,4,5,5,12,33,12,16,9,11,0.12903225806451613,0.3548387096774194,0.12903225806451613,0.17204301075268819,0.0967741935483871,0.11827956989247312,Data / AI Engineering
4,3,3,3,3,2,1,3,5,5,4,4,3,1,4,2,3,3,3,4,3,2,4,3,4,5,27,14,14,10,9,0.06329113924050633,0.34177215189873417,0.17721518987341772,0.17721518987341772,0.12658227848101267,0.11392405063291139,Design & UI/UX Engineering
2,4,3,4,4,2,2,3,2,4,3,3,3,3,3,3,5,4,3,2,2,3,1,3,3,7,21,15,14,10,7,0.0945945945945946,0.28378378378378377,0.20270270270270271,0.1891891891891892,0.13513513513513514,0.0945945945945946,Data / AI Engineering
3,5,3,2,2,4,4,2,3,5,3,2,2,4,2,2,2,2,4,3,4,4,4,3,2,12,25,13,9,8,9,0.15789473684210525,0.32894736842105265,0.17105263157894737,0.11842105263157894,0.10526315789473684,0.11842105263157894,Data / AI Engineering
2,4,3,3,3,2,3,2,4,2,3,3,3,3,3,4,3,2,3,4,4,3,4,4,4,10,26,12,12,9,9,0.1282051282051282,0.3333333333333333,0.15384615384615385,0.15384615384615385,0.11538461538461539,0.11538461538461539,Data / AI Engineering
1,4,4,2,2,3,2,3,3,4,4,2,3,4,4,3,3,3,4,4,3,1,2,2,5,9,21,13,14,8,10,0.12,0.28,0.17333333333333334,0.18666666666666668,0.10666666666666667,0.13333333333333333,Civil Engineering
2,2,1,4,4,1,2,3,2,2,3,4,2,4,2,3,3,2,3,3,5,2,5,3,3,11,21,9,12,11,6,0.15714285714285714,0.3,0.12857142857142856,0.17142857142857143,0.15714285714285714,0.08571428571428572,Data / AI Engineering
3,3,2,2,3,3,5,3,4,3,2,4,3,1,5,3,2,5,3,4,4,3,5,2,5,10,29,9,14,10,10,0.12195121951219512,0.35365853658536583,0.10975609756097561,0.17073170731707318,0.12195121951219512,0.12195121951219512,Data / AI Engineering
2,4,4,3,2,4,1,3,3,1,1,2,3,3,3,3,4,2,4,4,3,3,5,3,2,7,26,12,8,8,11,0.09722222222222222,0.3611111111111111,0.16666666666666666,0.1111111111111111,0.1111111111111111,0.1527777777777778,Data / AI Engineering
3,4,2,5,3,1,3,3,4,4,1,5,3,4,4,3,4,4,3,2,3,3,4,4,4,10,28,14,14,11,6,0.12048192771084337,0.3373493975903614,0.1686746987951807,0.1686746987951807,0.13253012048192772,0.07228915662650602,Data / AI Engineering
3,4,4,4,4,3,3,1,4,3,3,3,3,2,5,4,3,2,2,4,4,3,5,4,1,9,29,14,10,9,10,0.1111111111111111,0.35802469135802467,0.1728395061728395,0.12345679012345678,0.1111111111111111,0.12345679012345678,Design & UI/UX Engineering
5,4,2,3,3,2,4,3,5,2,2,3,3,3,3,4,2,3,4,4,4,5,4,2,5,11,33,8,13,10,9,0.13095238095238096,0.39285714285714285,0.09523809523809523,0.15476190476190477,0.11904761904761904,0.10714285714285714,Data / AI Engineering
5,3,3,3,4,2,2,3,4,4,2,2,1,4,5,4,3,3,4,3,2,3,3,3,4,8,30,13,12,10,6,0.10126582278481013,0.379746835443038,0.16455696202531644,0.1518987341772152,0.12658227848101267,0.0759493670886076,Design & UI/UX Engineering
3,2,2,2,5,4,5,4,3,4,3,4,3,1,5,3,3,3,4,2,4,2,3,4,3,10,25,13,11,13,9,0.12345679012345678,0.30864197530864196,0.16049382716049382,0.13580246913580246,0.16049382716049382,0.1111111111111111,Design & UI/UX Engineering
3,4,3,3,4,1,4,2,3,3,5,4,3,3,3,3,4,3,4,4,3,3,4,4,4,10,25,14,15,12,8,0.11904761904761904,0.2976190476190476,0.16666666666666666,0.17857142857142858,0.14285714285714285,0.09523809523809523,Data / AI Engineering
4,2,2,2,4,1,4,3,4,3,2,2,2,4,3,2,4,2,4,4,5,2,3,2,4,13,23,11,10,10,7,0.17567567567567569,0.3108108108108108,0.14864864864864866,0.13513513513513514,0.13513513513513514,0.0945945945945946,Data / AI Engineering
3,3,2,1,2,4,4,3,4,5,4,2,1,5,5,3,2,4,3,3,5,3,2,3,4,14,26,12,13,7,8,0.175,0.325,0.15,0.1625,0.0875,0.1,Data / AI Engineering
